topic	term	beta
1	answered	2.4044284425572408e-5
2	answered	7.282375192877087e-5
1	answering	2.4207490815551844e-5
2	answering	3.7646366006272116e-5
1	answers	1.5394871098848492e-5
2	answers	6.717321185206688e-5
1	anthony	8.93890741268985e-5
2	anthony	7.00684982545463e-5
1	anthrax	3.305870189506288e-5
2	anthrax	3.007016441854685e-7
1	antiabortion	1.8445647778567856e-31
2	antiabortion	7.402287691319725e-5
1	antiapartheid	1.1417259945044374e-38
2	antiapartheid	8.960664047387037e-5
1	anticipate	2.779429022037867e-5
2	anticipate	7.871197069974627e-6
1	anticipated	6.356282159044593e-5
2	anticipated	2.5760144669074836e-5
1	anticipation	6.1028954012666045e-5
2	anticipation	4.153136580613009e-6
1	anticommunist	1.2352522134799747e-13
2	anticommunist	2.727158614495743e-5
1	antidrug	6.3914789462077825e-6
2	antidrug	5.00819260017014e-5
1	antigovernment	2.058877859681356e-7
2	antigovernment	8.167104920717349e-5
1	antimissile	7.138316153149719e-6
2	antimissile	1.8393107192751025e-5
1	antisemitism	4.720999311354544e-68
2	antisemitism	7.012693602302891e-5
1	antismoking	3.348854022474761e-5
2	antismoking	6.748830713753704e-10
1	antiterrorist	7.85456376097971e-12
2	antiterrorist	4.285534430937271e-5
1	antitrust	4.567436389173116e-5
2	antitrust	7.0787446658207e-6
1	antonin	1.2921679713767126e-20
2	antonin	2.337564534100965e-5
1	antonio	8.12709458998122e-5
2	antonio	1.1079841234607431e-4
1	anwar	7.916997268309719e-8
2	anwar	2.332038477246282e-5
1	anxiety	2.612488008693239e-5
2	anxiety	1.6828325597096904e-5
1	anxious	8.154536269741073e-8
2	anxious	3.890249031307778e-5
1	anybody	1.9225372381916118e-5
2	anybody	1.1904269792111056e-4
1	anymore	3.5555769796877224e-5
2	anymore	2.1933395872824977e-5
1	anyway	2.795438305329678e-5
2	anyway	5.451074310099173e-5
1	aon	2.848315919699193e-10
2	aon	2.7271387418987143e-5
1	aoun	1.6744744658885383e-4
2	aoun	6.208504479244523e-11
1	aouns	1.4512119746409673e-4
2	aouns	3.2040442227260693e-16
1	ap	3.456342474346388e-5
2	ap	1.6287992385885367e-4
1	apart	6.195754024439821e-5
2	apart	6.973597937274116e-5
1	apartheid	6.650525265141525e-38
2	apartheid	2.10380808069087e-4
1	apartment	2.186772551416362e-4
2	apartment	1.2397527905207172e-4
1	apartments	7.418144737684876e-5
2	apartments	2.2244294469058698e-5
1	apiece	4.463667552271249e-5
2	apiece	1.1168418289470818e-8
1	apollo	3.907083980192978e-5
2	apollo	1.7577232351153183e-10
1	apologize	6.976990690879896e-27
2	apologize	3.116752712134622e-5
1	apologized	1.04100193340442e-8
2	apologized	4.284808360787391e-5
1	apology	2.0786260908592784e-32
2	apology	4.675129068201931e-5
1	apparel	3.907109162479756e-5
2	apparel	1.9208012974423747e-16
1	apparent	1.1655672435470442e-4
2	apparent	4.720956234504667e-5
1	apparently	3.3869506924785145e-4
2	apparently	2.2331217637743155e-4
1	appeal	1.605211826071922e-5
2	appeal	3.9397348870814447e-4
1	appealed	2.6351804503783723e-5
2	appealed	9.848469125514792e-5
1	appealing	4.394759009841604e-6
2	appealing	7.485128003267198e-5
1	appeals	1.0907505545288161e-13
2	appeals	3.740103253800204e-4
1	appear	7.008090140633626e-5
2	appear	2.1600757542554832e-4
1	appearance	2.1815920243478947e-5
2	appearance	1.4061014322331528e-4
1	appearances	3.7123302718694655e-13
2	appearances	8.571069932458173e-5
1	appeared	2.897601121629777e-4
2	appeared	3.977226037269695e-4
1	appearing	1.2350867502785414e-5
2	appearing	6.929792357895343e-5
1	appears	9.729193879323988e-5
2	appears	1.2688736018580732e-4
1	applauded	9.527657764703348e-6
2	applauded	2.8413171602992386e-5
1	applause	5.371898219998408e-23
2	applause	4.285534979185105e-5
1	apple	1.339580284247667e-4
2	apple	2.829771138223855e-15
1	apples	7.811199828536937e-5
2	apples	2.1069077815327634e-8
1	appliances	5.5815845178675405e-5
2	appliances	6.961693916314317e-25
1	applicants	5.155116578606019e-5
2	applicants	3.804021032831729e-5
1	application	8.699735773156963e-6
2	application	2.89910603961137e-5
1	applications	8.079264151975028e-5
2	applications	3.710939145284135e-5
1	applied	5.911834695538822e-5
2	applied	9.119743814340631e-5
1	applies	1.624449734862533e-6
2	applies	4.951336714250557e-5
1	apply	3.70260919826183e-5
2	apply	1.3388939814638933e-4
1	applying	2.0906408401693763e-5
2	applying	1.2678932281751658e-5
1	appoint	1.3681044649459212e-13
2	appoint	4.675129058652575e-5
1	appointed	2.033019675354942e-5
2	appointed	1.7281470398221926e-4
1	appointment	1.156483583998452e-7
2	appointment	6.615027268443618e-5
1	appointments	1.451321912745692e-12
2	appointments	2.3375644327988305e-5
1	appreciated	7.896244536032349e-6
2	appreciated	2.1760014764649398e-5
1	appreciation	2.3771600481032296e-5
2	appreciation	3.405467617105923e-5
1	approach	1.2964314334455558e-4
2	approach	1.1599407165855104e-4
1	approached	7.277364564550691e-5
2	approached	4.2706643241208346e-5
1	approaches	4.5200237869474505e-5
2	approaches	2.2993447756530436e-5
1	approaching	5.1966132366815707e-5
2	approaching	1.0478977803180438e-5
1	appropriate	6.545216022215917e-5
2	appropriate	9.067238316444252e-5
1	appropriations	2.269089607306531e-8
2	appropriations	1.0907050669999922e-4
1	approval	1.6787519844964317e-4
2	approval	2.99688940220269e-4
1	approve	1.3618161237129846e-5
2	approve	1.4633217151444687e-4
1	approved	2.25199950439245e-4
2	approved	4.817449464837616e-4
1	approving	2.723302846412267e-8
2	approving	3.894040027271428e-5
1	approximately	4.70941720978083e-5
2	approximately	2.9463365177134577e-5
1	april	7.97225805229108e-4
2	april	6.512787928144491e-4
1	aquino	1.0068347749680879e-5
2	aquino	1.4101805630271675e-4
1	aquinos	5.124265484100351e-17
2	aquinos	2.33756453409739e-5
1	arab	9.707992542823128e-6
2	arab	4.412570324505843e-4
1	arabia	5.0556143060832266e-5
2	arabia	3.4651406560406013e-4
1	arabian	5.023414165892784e-5
2	arabian	8.306320340827437e-11
1	arabs	1.8366083840625274e-7
2	arabs	1.2454191338810044e-4
1	arafat	6.436065736665171e-18
2	arafat	1.168782267050438e-4
1	arafats	6.331858717964917e-10
2	arafats	3.506302604835493e-5
1	arbitration	5.600674443245732e-13
2	arbitration	8.571069919277557e-5
1	arc	5.611488199027656e-16
2	arc	2.7271586230786273e-5
1	archaeologists	6.697899554700254e-5
2	archaeologists	1.3029833632645093e-11
1	archbishop	4.836150379840106e-23
2	archbishop	8.181475869353378e-5
1	archdiocese	3.973324993489301e-66
2	archdiocese	3.116752712134622e-5
1	archer	2.527479957642273e-29
2	archer	2.337564534100965e-5
1	architect	3.100947862607132e-5
2	architect	9.522939392651083e-6
1	architects	6.675589709505043e-7
2	architects	2.6805630679810888e-5
1	architecture	4.217328738133155e-5
2	architecture	1.3418433759175707e-5
1	archive	3.1196409642767906e-8
2	archive	4.672951561661192e-5
1	archives	5.463607324811294e-6
2	archives	2.7353934204063365e-5
1	arco	1.226775820184487e-4
2	arco	8.185950026869262e-8
1	arctic	3.907097341719283e-5
2	arctic	8.250899208633393e-11
1	area	0.0013713971871262937
2	area	2.3102798877049356e-4
1	areas	5.543858399780555e-4
2	areas	2.5976537834423747e-4
1	arena	2.824153521903291e-8
2	arena	5.452345989659456e-5
1	arent	9.686841575610304e-5
2	arent	8.043168819647774e-5
1	argentina	3.8046809400989356e-5
2	argentina	6.305000229859025e-5
1	argue	2.9041024573137323e-11
2	argue	7.791879753275687e-5
1	argued	1.1789383376605244e-5
2	argued	2.1773559281205058e-4
1	arguing	1.0398630909118822e-5
2	arguing	5.1180878485540275e-5
1	argument	3.524066499006555e-8
2	argument	1.0906174697276965e-4
1	arguments	2.082472857645707e-6
2	arguments	1.816556576873e-4
1	arising	1.8886722267555794e-5
2	arising	2.577649402726383e-5
1	aristide	3.1049040874911397e-38
2	aristide	1.0519040403454348e-4
1	aristides	1.7792913933362994e-41
2	aristides	2.7271586231177944e-5
1	ariz	6.795526582224263e-5
2	ariz	7.110459050667114e-6
1	arizona	1.4377323813308864e-4
2	arizona	8.665157396461239e-5
1	ark	4.465267612466414e-5
2	ark	1.275675261023105e-14
1	arkansas	7.236684393211246e-5
2	arkansas	5.078247224555095e-5
1	arm	1.1355403903051114e-4
2	arm	7.268107929695555e-5
1	armed	4.022397849133035e-5
2	armed	4.7060413373181063e-4
1	armenia	9.77060465520589e-12
2	armenia	7.791881098349243e-5
1	armenian	1.0913252043344278e-7
2	armenian	9.342640696455722e-5
1	armenians	6.667338198766246e-8
2	armenians	3.112098916167903e-5
1	armies	8.360556660740659e-23
2	armies	2.7271586231177944e-5
1	armor	1.1204545757936107e-7
2	armor	2.3297437714063648e-5
1	armored	1.4814680153216958e-5
2	armored	8.705788905248418e-5
1	armory	4.017918033594054e-5
2	armory	3.122495983120102e-6
1	arms	1.4774113492227612e-5
2	arms	4.7668029356159186e-4
1	armstrong	2.603087588654322e-5
2	armstrong	2.0789881333187793e-5
1	army	2.622192257351937e-4
2	army	0.0010480885414798926
1	armys	1.2714565781728104e-5
2	armys	4.566841717177506e-5
1	arnold	1.6131747828080524e-7
2	arnold	2.326304588866399e-5
1	arose	1.2124773368365192e-5
2	arose	3.4392269066543946e-5
1	arraignment	2.5291806270715125e-7
2	arraignment	3.099099054482233e-5
1	arrange	5.013293234419817e-5
2	arrange	2.3446372413357624e-5
1	arranged	3.829618018533378e-5
2	arranged	7.845970527979332e-5
1	arrangement	5.5538260055212407e-5
2	arrangement	4.304910395422913e-5
1	arrangements	2.6978528190774065e-5
2	arrangements	6.687971157330278e-5
1	array	4.27479866278589e-5
2	array	1.691323510072158e-5
1	arrest	6.528739952564763e-5
2	arrest	3.4791948473107144e-4
1	arrested	2.8494955401223816e-4
2	arrested	6.231489996574322e-4
1	arresting	8.882074680249312e-6
2	arresting	2.8863788005677662e-5
1	arrests	7.187126116810149e-5
2	arrests	1.602147334864256e-4
1	arrival	2.5423888727462195e-5
2	arrival	9.134049383828036e-5
1	arrive	8.56832392066844e-5
2	arrive	4.927952229956096e-5
1	arrived	2.697350220551087e-4
2	arrived	2.4027869914570034e-4
1	arriving	4.73832527008239e-5
2	arriving	7.60128778625586e-5
1	arsenal	8.631061927118778e-6
2	arsenal	4.072681734836396e-5
1	arsenals	2.137415688744159e-36
2	arsenals	2.337564534100965e-5
1	arson	7.253278240685795e-6
2	arson	2.220880465093021e-5
1	art	3.278104232549688e-4
2	art	1.2182330440380211e-4
1	arthritis	1.0974444831209875e-4
2	arthritis	5.213234112228338e-6
1	arthur	0.00013408635834180654
2	arthur	1.0510082987261292e-4
1	article	1.1667710357099562e-6
2	article	1.27751644259419e-4
1	articles	2.022026170930621e-5
2	articles	7.1596975398211e-5
1	artifacts	9.486096846587197e-5
2	artifacts	1.8125876094441808e-8
1	artificial	6.438892297913093e-5
2	artificial	4.466323110592758e-5
1	artillery	1.7756521196018646e-5
2	artillery	4.214913690251479e-5
1	artist	3.571830029629068e-5
2	artist	2.5715890623006077e-5
1	artistic	6.198791135005631e-12
2	artistic	3.1167522794595695e-5
1	artists	3.067151170253275e-5
2	artists	1.0326142136031276e-4
1	arts	2.988698006195399e-5
2	arts	1.3887249173964565e-4
1	arturo	1.0125069473774664e-12
2	arturo	2.727158552444904e-5
1	asbestos	9.942327630065976e-9
2	asbestos	1.0907940518911627e-4
1	ash	1.3394327471688894e-4
2	ash	1.0298077438919285e-8
1	ashare	2.5489236734597382e-5
2	ashare	5.584181405346276e-6
1	ashe	4.145539475215042e-5
2	ashe	2.2316994874622438e-6
1	ashland	3.75089370459434e-8
2	ashland	3.893322769791954e-5
1	ashore	6.139742969654288e-5
2	ashore	2.7414437375330937e-24
1	asia	7.419153570432512e-7
2	asia	1.3194413402484645e-4
1	asian	9.504087557897495e-5
2	asian	8.170730956917324e-5
1	aside	3.2219039773433595e-5
2	aside	1.0997312996208222e-4
1	ask	5.6226810835782414e-5
2	ask	3.1528435845071994e-4
1	asked	1.8858027717112211e-4
2	asked	0.0015592094852885827
1	asking	3.313597698841104e-5
2	asking	2.885463895721345e-4
1	asks	1.4456193887017762e-5
2	asks	5.614058501717714e-5
1	asleep	2.739421890930198e-5
2	asleep	1.9838269149821444e-5
1	aspect	1.7577858355290222e-6
2	aspect	2.2148712434973055e-5
1	aspects	4.834484920412876e-12
2	aspects	8.57106962092361e-5
1	aspen	6.785839146469728e-13
2	aspen	2.3375644867358706e-5
1	aspin	2.0141444630833042e-11
2	aspin	7.012692196431911e-5
1	aspirin	1.6906241070583752e-4
2	aspirin	1.0560641278474417e-5
1	assad	8.141034132647753e-6
2	assad	1.7693210959857335e-5
1	assailant	7.788312311846986e-6
2	assailant	2.1835351358447156e-5
1	assailants	1.2426990333879809e-5
2	assailants	1.8597558340261874e-5
1	assassinate	1.8070462908338016e-27
2	assassinate	2.337564534100965e-5
1	assassinated	1.2214404729143843e-6
2	assassinated	3.810684456836478e-5
1	assassination	2.285858491910791e-7
2	assassination	8.944708776013347e-5
1	assassinations	8.376308276597663e-9
2	assassinations	3.505762135599593e-5
1	assault	4.834203387675431e-5
2	assault	2.155975215244413e-4
1	assaulted	1.2296209095648757e-6
2	assaulted	4.58930164113988e-5
1	assaulting	1.5366388911331436e-7
2	assaulting	2.3268388086905126e-5
1	assaults	1.1378456335782525e-5
2	assaults	3.4913197672920874e-5
1	assemble	4.452423584727424e-5
2	assemble	8.965120894054198e-8
1	assembled	4.8614993254431284e-5
2	assembled	1.6714010729810188e-5
1	assembly	1.0796960557520825e-4
2	assembly	2.635841714709262e-4
1	assertion	1.3774999262006225e-27
2	assertion	2.7271586231177944e-5
1	assertions	1.3595410774370776e-5
2	assertions	1.3886061050930384e-5
1	assess	4.027243903127476e-5
2	assess	1.4745224169549084e-5
1	assessed	2.1449160170680153e-5
2	assessed	1.2300092043242986e-5
1	assessment	7.000284612722049e-5
2	assessment	1.3473131650253954e-5
1	asset	8.1619986917566e-5
2	asset	2.0948141560943804e-5
1	assets	5.012638954741528e-4
2	assets	8.646363896890477e-5
1	assigned	4.776055899684446e-5
2	assigned	6.795763663257482e-5
1	assignment	3.419233918621668e-6
2	assignment	6.774031387407372e-5
1	assignments	3.926381049269275e-9
2	assignments	2.3372904730627227e-5
1	assist	3.0924648133106474e-5
2	assist	4.074967812052532e-5
1	assistance	8.495198442146208e-5
2	assistance	2.4848292286963413e-4
1	assistant	1.759934231872297e-4
2	assistant	3.6414936279904403e-4
1	assistants	9.039044489105977e-6
2	assistants	2.096234144227837e-5
1	assisted	1.5020225844924419e-5
2	assisted	1.289154143440782e-5
1	assisting	1.7904273261719257e-25
2	assisting	2.337564534100965e-5
1	associate	5.4159213153763975e-5
2	associate	1.0245079078308678e-4
1	associated	1.501091292017844e-4
2	associated	2.731302314098825e-4
1	associates	1.3105646512308176e-4
2	associates	5.2672520106662606e-5
1	association	7.4295108638036e-4
2	association	2.9567246703991496e-4
1	associations	6.267825106067484e-5
2	associations	4.9753219431092406e-5
1	assume	7.390848183081156e-5
2	assume	3.412264684112216e-5
1	assumed	3.309727368102824e-11
2	assumed	6.62309720309939e-5
1	assuming	1.850391054075127e-5
2	assuming	1.4355873592059647e-5
1	assurance	1.1054415267175728e-5
2	assurance	1.955561448186106e-5
1	assurances	1.479722039450098e-5
2	assurances	7.148631238743115e-5
1	assure	3.337582524626929e-5
2	assure	7.410222674818993e-5
1	assured	8.902874870253618e-6
2	assured	1.0676808729543805e-4
1	astronauts	1.283764439109533e-4
2	astronauts	1.8193559348989112e-32
1	asylum	9.84928386919137e-10
2	asylum	8.960595299475678e-5
1	asylumseekers	4.883672059213398e-22
2	asylumseekers	2.337564534100965e-5
1	athens	6.138947594677474e-5
2	athens	5.551710065946361e-9
1	athletes	5.673901915686597e-12
2	athletes	7.791881384298726e-5
1	athletic	1.1437928486097819e-10
2	athletic	4.675121084538311e-5
1	atkins	1.2594257608021347e-8
2	atkins	4.6742499901724014e-5
1	atlanta	1.7232306841542287e-4
2	atlanta	1.797061043458428e-4
1	atlantabased	3.907042938483602e-5
2	atlantabased	4.6224307971462633e-10
1	atlantic	2.452026300020065e-4
2	atlantic	5.4813360079783636e-5
1	atlantis	7.256059873227792e-5
2	atlantis	3.9526210694414625e-70
1	atlarge	9.184832637550787e-72
2	atlarge	3.116752712134622e-5
1	atmosphere	1.363442167019469e-4
2	atmosphere	6.0669497009768374e-05
1	atomic	3.310567473460741e-5
2	atomic	8.059796425467701e-6
1	atop	1.5157384236554985e-5
2	atop	2.4483627672959912e-5
1	atrocities	1.4225940317135624e-19
2	atrocities	4.285534979185098e-5
1	att	2.1163552287165337e-4
2	att	3.2435236263440296e-7
1	attached	6.535696055881282e-5
2	attached	3.619565998006034e-5
1	attack	2.904984431564741e-4
2	attack	6.699231116803529e-4
1	attacked	1.4260643215849734e-5
2	attacked	2.666578872759453e-4
1	attackers	8.930534960106248e-5
2	attackers	1.8740005105614523e-12
1	attacking	2.49506531078331e-5
2	attacking	2.9335757625404547e-5
1	attacks	5.325528303489372e-5
2	attacks	3.1346254124867194e-4
1	attempt	1.4121327681424736e-4
2	attempt	3.6115428693634267e-4
1	attempted	5.919069756518745e-5
2	attempted	1.1841852371509527e-4
1	attempting	7.449718394364149e-5
2	attempting	2.9815792414455316e-5
1	attempts	4.320190201481262e-5
2	attempts	9.841116126918154e-5
1	attend	1.8198889425318964e-8
2	attend	2.3763969149208535e-4
1	attendance	1.4579182752707802e-5
2	attendance	1.3199389109524526e-5
1	attendant	3.907109162506768e-5
2	attendant	3.527348907978655e-18
1	attendants	1.1133011008495059e-4
2	attendants	2.105027543971545e-7
1	attended	3.025327681152422e-15
2	attended	2.3765239429815352e-4
1	attending	1.9538681726930605e-5
2	attending	1.3440777184542564e-4
1	attention	1.785075861801139e-4
2	attention	2.41620311733521e-4
1	attire	1.2922208549246243e-5
2	attire	1.435595558855121e-5
1	attitude	4.573810507618998e-5
2	attitude	9.27449529610499e-5
1	attitudes	1.284251787489288e-7
2	attitudes	4.2765709134504835e-5
1	attorney	6.982192034520842e-6
2	attorney	0.0013820813932437042
1	attorneys	1.9371995673865474e-5
2	attorneys	3.6828057196815883e-4
1	attract	8.049063254264563e-5
2	attract	3.3424252552562e-5
1	attracted	5.3468288522211145e-5
2	attracted	3.670206041133004e-5
1	attraction	3.704500398108745e-15
2	attraction	3.1167527118760473e-5
1	attractive	7.551460810825334e-5
2	attractive	1.834045046620281e-6
1	attributed	2.314497501199572e-4
2	attributed	3.324533054170054e-5
1	attrition	2.3272479554815173e-5
2	attrition	7.131475890029135e-6
1	atts	5.023426066080784e-5
2	atts	1.1236340210349456e-21
1	atwater	1.8690762651994361e-28
2	atwater	3.116752712134622e-5
1	au	1.7809248899143966e-19
2	au	3.506346801151439e-5
1	auburn	1.762932236847113e-5
2	auburn	1.1070394446497465e-5
1	auction	2.2884496501084705e-4
2	auction	1.54761649303856e-13
1	audience	2.4658954168470154e-5
2	audience	1.8148105793493936e-4
1	audiences	1.8626868478745324e-5
2	audiences	1.8165989953929872e-5
1	audit	3.486985206956407e-5
2	audit	1.8516224929179256e-5
1	auditorium	6.996108345023734e-6
2	auditorium	2.2388309002969103e-5
1	audits	4.465267607373684e-5
2	audits	4.830390442961187e-14
1	audubon	3.90710916216802e-5
2	audubon	2.3680175919664194e-15
1	aug	2.842446743722137e-4
2	aug	3.8209266981125664e-4
1	august	5.043259184080639e-4
2	august	2.2068428091656555e-4
1	austerity	1.91784969704463e-5
2	austerity	4.894848089242869e-5
1	austin	6.876939543979299e-5
2	austin	2.9917842662994086e-5
1	australia	1.5722364973294776e-4
2	australia	4.2199730954253404e-5
1	australian	8.780126302053083e-5
2	australian	3.221738005335522e-5
1	austria	9.281662968290644e-6
2	austria	2.468893485580448e-5
1	authentic	3.077202900591249e-5
2	authentic	1.8967972300826337e-6
1	author	3.3282656563051706e-7
2	author	1.322296776272183e-4
1	authoritarian	7.131168763998331e-7
2	authoritarian	3.8461653973966136e-5
1	authorities	7.622350857319246e-4
2	authorities	7.185576328229401e-4
1	authority	2.077408205090081e-4
2	authority	2.484871271313937e-4
1	authorization	8.992447809076394e-6
2	authorization	2.0994865882335175e-5
1	authorize	1.821954325051851e-5
2	authorize	2.234624348097857e-5
1	authorized	6.72418403416119e-5
2	authorized	7.383942451671533e-5
1	authorizing	1.099606734812434e-5
